Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds
1769696,Euro,2025-05-29,22:02,Romênia,Ucrânia,0,1,1,2.87,2.45,2.87,2.45,2.45,3.50,2.87,0-1,7.50,29-05-2025 18:55
1769703,Euro,2025-05-29,22:05,Hungria,Bélgica,2,1,3,2.70,2.60,2.60,2.70,2.70,3.40,2.60,2-1,7.50,29-05-2025 18:55
1769710,Euro,2025-05-29,22:08,Eslovênia,Áustria,1,1,2,2.75,2.62,2.75,2.62,2.62,3.20,2.75,1-1,10.00,29-05-2025 18:55
1769717,Euro,2025-05-29,22:11,Portugal,Eslováquia,0,0,0,3.75,2.00,3.75,2.00,2.00,3.50,3.75,0-0,7.50,29-05-2025 18:55
1769724,Euro,2025-05-29,22:14,Países Baixos,Suíça,1,0,1,2.87,2.35,2.87,2.35,2.35,3.60,2.87,1-0,6.50,29-05-2025 18:55
1769731,Euro,2025-05-29,22:17,Polônia,França,1,4,5,3.10,2.30,3.10,2.30,3.10,3.40,2.30,1-4,7.50,29-05-2025 18:55
1769738,Euro,2025-05-29,22:20,Dinamarca,Sérvia,1,1,2,3.10,2.40,3.10,2.40,2.40,3.25,3.10,1-1,9.00,29-05-2025 18:55
1769745,Euro,2025-05-29,22:23,Escócia,Países Baixos,1,1,2,2.62,2.60,2.62,2.60,2.60,3.50,2.62,1-1,6.50,29-05-2025 18:55
1769752,Euro,2025-05-29,22:26,Sérvia,Suíça,1,1,2,2.90,2.45,2.90,2.45,2.45,3.40,2.90,1-1,8.00,29-05-2025 18:55
1769759,Euro,2025-05-29,22:29,Dinamarca,Eslováquia,1,0,1,3.50,2.10,3.50,2.10,2.10,3.40,3.50,1-0,8.50,29-05-2025 18:55
1769766,Euro,2025-05-29,22:32,Sérvia,Albânia,1,1,2,3.25,2.35,3.25,2.35,2.35,3.10,3.25,1-1,11.00,29-05-2025 18:55
1769773,Euro,2025-05-29,22:35,Eslovênia,Suíça,2,0,2,2.75,2.62,2.75,2.62,2.62,3.30,2.75,2-0,8.50,29-05-2025 18:55
1769780,Euro,2025-05-29,22:38,Albânia,Romênia,1,0,1,2.90,2.45,2.90,2.45,2.45,3.30,2.90,1-0,8.50,29-05-2025 18:55
1769787,Euro,2025-05-29,22:41,Portugal,Itália,1,2,3,2.40,3.00,3.00,2.40,2.40,3.40,3.00,1-2,7.50,29-05-2025 18:55
1769794,Euro,2025-05-29,22:44,Sérvia,Alemanha,2,1,3,2.80,2.50,2.50,2.80,2.80,3.40,2.50,2-1,8.00,29-05-2025 18:55
1769801,Euro,2025-05-29,22:47,Albânia,Croácia,1,0,1,2.62,2.75,2.62,2.75,2.75,3.25,2.62,1-0,9.00,29-05-2025 18:55
1769808,Euro,2025-05-29,22:50,Ucrânia,Turquia,2,1,3,2.62,2.70,2.70,2.62,2.62,3.30,2.70,2-1,9.00,29-05-2025 18:55
1769815,Euro,2025-05-29,22:53,Itália,França,0,0,0,2.55,2.70,2.55,2.70,2.70,3.50,2.55,0-0,7.00,29-05-2025 18:55
1769555,Euro,2025-05-29,21:02,Eslovênia,Ucrânia,0,0,0,3.00,2.45,3.00,2.45,2.45,3.20,3.00,0-0,10.00,29-05-2025 18:55
1769563,Euro,2025-05-29,21:05,Países Baixos,Romênia,0,0,0,3.10,2.25,3.10,2.25,2.25,3.60,3.10,0-0,6.50,29-05-2025 18:55
1769570,Euro,2025-05-29,21:08,Eslovênia,República Tcheca,1,4,5,2.60,2.90,2.60,2.90,2.60,3.10,2.90,1-4,11.00,29-05-2025 18:55
1769577,Euro,2025-05-29,21:11,Croácia,Sérvia,0,2,2,3.00,2.40,3.00,2.40,2.40,3.30,3.00,0-2,8.50,29-05-2025 18:55
1769584,Euro,2025-05-29,21:14,Albânia,República Tcheca,1,1,2,2.90,2.60,2.90,2.60,2.60,3.10,2.90,1-1,11.00,29-05-2025 18:55
1769591,Euro,2025-05-29,21:17,Inglaterra,Portugal,3,0,3,2.30,3.00,3.00,2.30,2.30,3.50,3.00,3-0,7.00,29-05-2025 18:55
1769598,Euro,2025-05-29,21:20,Geórgia,Croácia,1,4,5,3.00,2.37,3.00,2.37,3.00,3.40,2.37,1-4,8.00,29-05-2025 18:55
1769605,Euro,2025-05-29,21:23,Inglaterra,Albânia,2,0,2,3.80,2.02,3.80,2.02,2.02,3.40,3.80,2-0,8.50,29-05-2025 18:55
1769612,Euro,2025-05-29,21:26,França,Itália,2,1,3,2.25,3.10,3.10,2.25,2.25,3.50,3.10,2-1,7.00,29-05-2025 18:55
