CAMPEONATO,COLUNA,HORA,MERCADO,PROBABILIDADE,CONFIANCA,STAKE,RESULTADO,GALE
EURO,5,17,BTTS,0.7600000000000001,MEDIA,R$15.00,,
EURO,20,17,BTTS,0.7600000000000001,MEDIA,R$15.00,,
EURO,35,17,BTTS,0.7600000000000001,MEDIA,R$15.00,,
EURO,50,17,BTTS,0.7600000000000001,MEDIA,R$15.00,,
EURO,2,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,8,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,11,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,14,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,17,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,23,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,26,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,29,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,32,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,38,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,41,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,44,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,47,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,53,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,56,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,59,17,BTTS,0.7400000000000001,MEDIA,R$15.00,,
EURO,5,18,BTTS,0.7900000000000001,MEDIA,R$15.00,,
EURO,20,18,BTTS,0.7900000000000001,MEDIA,R$15.00,,
EURO,35,18,BTTS,0.7900000000000001,MEDIA,R$15.00,,
EURO,50,18,BTTS,0.7900000000000001,MEDIA,R$15.00,,
EURO,2,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,8,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,11,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,14,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,17,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,23,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,26,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,29,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,32,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,38,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,41,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,44,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,47,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,53,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,56,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,59,18,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,5,19,BTTS,0.7500000000000001,MEDIA,R$15.00,,
EURO,20,19,BTTS,0.7500000000000001,MEDIA,R$15.00,,
EURO,35,19,BTTS,0.7500000000000001,MEDIA,R$15.00,,
EURO,50,19,BTTS,0.7500000000000001,MEDIA,R$15.00,,
EURO,2,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,8,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,11,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,14,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,17,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,23,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,26,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,29,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,32,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,38,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,41,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,44,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,47,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,53,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,56,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
EURO,59,19,BTTS,0.7300000000000001,MEDIA,R$15.00,,
PREMIER,0,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,3,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,6,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,9,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,12,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,15,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,18,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,21,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,24,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,27,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,30,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,33,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,36,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,39,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,42,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,45,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,48,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,51,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,54,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,57,17,BTTS,0.8700000000000001,ALTA,R$25.00,,
PREMIER,0,18,BTTS,0.9300000000000002,ALTA,R$25.00,,
PREMIER,30,18,BTTS,0.9300000000000002,ALTA,R$25.00,,
PREMIER,15,18,BTTS,0.9000000000000001,ALTA,R$25.00,,
PREMIER,45,18,BTTS,0.9000000000000001,ALTA,R$25.00,,
PREMIER,6,18,BTTS,0.8900000000000001,ALTA,R$25.00,,
PREMIER,12,18,BTTS,0.8900000000000001,ALTA,R$25.00,,
PREMIER,18,18,BTTS,0.8900000000000001,ALTA,R$25.00,,
PREMIER,24,18,BTTS,0.8900000000000001,ALTA,R$25.00,,
PREMIER,36,18,BTTS,0.8900000000000001,ALTA,R$25.00,,
PREMIER,42,18,BTTS,0.8900000000000001,ALTA,R$25.00,,
PREMIER,48,18,BTTS,0.8900000000000001,ALTA,R$25.00,,
PREMIER,54,18,BTTS,0.8900000000000001,ALTA,R$25.00,,
PREMIER,3,18,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,9,18,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,21,18,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,27,18,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,33,18,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,39,18,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,51,18,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,57,18,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,0,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,3,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,6,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,9,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,12,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,15,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,18,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,21,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,24,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,27,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,30,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
PREMIER,33,19,BTTS,0.8600000000000001,ALTA,R$25.00,,
